"","X","Country","Items_kg","HWSD2_SMU_ID","Predictions","soil_type_code","WRB2_code","soil_type","soil_abbr","Study"
"31",31,"Korea",0,4277,670.8892943,4277,1,"Acrisols","AC","2"
"32",32,"Korea",380,4277,647.2234784,4277,1,"Acrisols","AC","2"
"33",33,"Korea",2180,4277,656.562296,4277,1,"Acrisols","AC","2"
"34",34,"Korea",740,4277,670.2796267,4277,1,"Acrisols","AC","2"
"35",35,"Korea",180,4277,689.7244472,4277,1,"Acrisols","AC","2"
"36",36,"Korea",620,4277,716.3316136,4277,1,"Acrisols","AC","2"
"37",37,"Korea",1720,4277,662.926506,4277,1,"Acrisols","AC","2"
"38",38,"Korea",1280,4277,676.5448607,4277,1,"Acrisols","AC","2"
"39",39,"Korea",480,4277,689.3759761,4277,1,"Acrisols","AC","2"
"40",40,"Korea",1320,4277,721.4163866,4277,1,"Acrisols","AC","2"
"41",41,"Korea",1280,4277,699.3277971,4277,1,"Acrisols","AC","2"
"42",42,"Korea",200,4277,701.2506989,4277,1,"Acrisols","AC","2"
"43",43,"Korea",3420,4277,690.4986153,4277,1,"Acrisols","AC","2"
"44",44,"Korea",640,4277,780.2688321,4277,1,"Acrisols","AC","2"
"45",45,"Korea",260,4277,761.7660019,4277,1,"Acrisols","AC","2"
"46",46,"Korea",640,5395,701.3713274,5395,NA,"Acrisols","AC","2"
"47",47,"Korea",960,4277,852.6268203,4277,1,"Acrisols","AC","2"
"48",48,"Korea",280,4277,664.3313628,4277,1,"Acrisols","AC","2"
"49",49,"Korea",100,4277,730.8044054,4277,1,"Acrisols","AC","2"
"50",50,"Korea",820,4277,690.5026118,4277,1,"Acrisols","AC","2"
"51",51,"Korea",820,4277,769.8320023,4277,1,"Acrisols","AC","2"
"52",52,"Korea",60,4277,716.2686193,4277,1,"Acrisols","AC","2"
"53",53,"Korea",500,4277,710.1272729,4277,1,"Acrisols","AC","2"
"54",54,"Korea",220,4277,732.0092616,4277,1,"Acrisols","AC","2"
"55",55,"Korea",180,4277,770.2860982,4277,1,"Acrisols","AC","2"
"56",56,"Korea",0,4277,702.003321,4277,1,"Acrisols","AC","2"
"57",57,"Korea",100,4277,692.529017,4277,1,"Acrisols","AC","2"
"58",58,"Korea",320,4277,676.5269433,4277,1,"Acrisols","AC","2"
"59",59,"Korea",660,4277,699.1929333,4277,1,"Acrisols","AC","2"
"60",60,"Korea",440,4277,692.3654247,4277,1,"Acrisols","AC","2"
"61",61,"Korea",180,4277,685.4312775,4277,1,"Acrisols","AC","2"
"62",62,"Korea",1320,4277,686.6384672,4277,1,"Acrisols","AC","2"
"63",63,"Korea",680,4277,728.247448,4277,1,"Acrisols","AC","2"
"64",64,"Korea",2480,4277,736.0702347,4277,1,"Acrisols","AC","2"
"65",65,"Korea",220,5336,756.4146287,5336,NA,"Acrisols","AC","2"
"66",66,"Korea",80,4277,687.8663034,4277,1,"Acrisols","AC","2"
"67",67,"Korea",540,4277,750.2464088,4277,1,"Acrisols","AC","2"
"68",68,"Korea",80,4277,712.6664553,4277,1,"Acrisols","AC","2"
"69",69,"Korea",360,4277,688.4996955,4277,1,"Acrisols","AC","2"
"70",70,"Korea",240,4277,676.4819378,4277,1,"Acrisols","AC","2"
"71",71,"Korea",200,4277,684.5051064,4277,1,"Acrisols","AC","2"
"72",72,"Korea",480,4277,857.9609637,4277,1,"Acrisols","AC","2"
"73",73,"Korea",180,4918,761.7109039,4918,22,"Phaeozems","PH","2"
"74",74,"Korea",160,4277,833.0170296,4277,1,"Acrisols","AC","2"
"75",75,"Korea",340,4277,698.6201529,4277,1,"Acrisols","AC","2"
"76",76,"Korea",60,4277,687.1255276,4277,1,"Acrisols","AC","2"
"77",77,"Korea",680,4277,688.8127583,4277,1,"Acrisols","AC","2"
"78",78,"Korea",1500,4277,690.1767647,4277,1,"Acrisols","AC","2"
"79",79,"Korea",80,4277,676.8836067,4277,1,"Acrisols","AC","2"
"80",80,"Korea",220,4277,667.7408283,4277,1,"Acrisols","AC","2"
"81",81,"Korea",260,4277,661.2478595,4277,1,"Acrisols","AC","2"
"82",82,"Korea",300,4277,667.2879003,4277,1,"Acrisols","AC","2"
"83",83,"Korea",380,4277,699.3511544,4277,1,"Acrisols","AC","2"
"84",84,"Korea",220,4277,763.5546759,4277,1,"Acrisols","AC","2"
"85",85,"Korea",140,4277,733.5653651,4277,1,"Acrisols","AC","2"
"86",86,"Korea",1020,4277,752.4390636,4277,1,"Acrisols","AC","2"
"87",87,"Korea",500,4277,693.9278309,4277,1,"Acrisols","AC","2"
"88",88,"Korea",3440,4277,689.1571672,4277,1,"Acrisols","AC","2"
"89",89,"Korea",260,4277,683.2342805,4277,1,"Acrisols","AC","2"
"90",90,"Korea",400,4277,683.8074283,4277,1,"Acrisols","AC","2"
"91",91,"Korea",220,4277,648.7223513,4277,1,"Acrisols","AC","2"
"92",92,"Korea",400,4277,651.0089811,4277,1,"Acrisols","AC","2"
"93",93,"Korea",720,4277,657.5966284,4277,1,"Acrisols","AC","2"
"94",94,"Korea",1380,4277,674.8191278,4277,1,"Acrisols","AC","2"
"95",95,"Korea",640,4277,729.0147866,4277,1,"Acrisols","AC","2"
"96",96,"Korea",100,4277,711.9655319,4277,1,"Acrisols","AC","2"
"97",97,"Korea",100,4277,710.548595,4277,1,"Acrisols","AC","2"
"98",98,"Korea",1980,4277,706.5463003,4277,1,"Acrisols","AC","2"
"99",99,"Korea",500,4277,681.5465617,4277,1,"Acrisols","AC","2"
"100",100,"Korea",1240,4277,737.2712522,4277,1,"Acrisols","AC","2"
"101",101,"Korea",60,4277,751.8731328,4277,1,"Acrisols","AC","2"
"102",102,"Korea",100,4313,756.8747799,4313,NA,"Acrisols","AC","2"
"103",103,"Korea",120,4277,670.4910246,4277,1,"Acrisols","AC","2"
"104",104,"Korea",1020,4277,684.8201757,4277,1,"Acrisols","AC","2"
"105",105,"Korea",260,4277,676.3442394,4277,1,"Acrisols","AC","2"
"106",106,"Korea",580,4277,665.7598308,4277,1,"Acrisols","AC","2"
"107",107,"Korea",220,4277,661.6230533,4277,1,"Acrisols","AC","2"
"108",108,"Korea",1120,4277,681.5372903,4277,1,"Acrisols","AC","2"
"109",109,"Korea",680,4277,714.87191,4277,1,"Acrisols","AC","2"
"110",110,"Korea",260,4277,719.3559263,4277,1,"Acrisols","AC","2"
"111",111,"Korea",1760,4277,758.5650739,4277,1,"Acrisols","AC","2"
"112",112,"Korea",1000,4277,655.2162195,4277,1,"Acrisols","AC","2"
"113",113,"Korea",980,4277,689.1940058,4277,1,"Acrisols","AC","2"
"114",114,"Korea",80,4277,718.2365614,4277,1,"Acrisols","AC","2"
"115",115,"Korea",1120,4277,678.7994646,4277,1,"Acrisols","AC","2"
"116",116,"Korea",2620,4277,668.4302501,4277,1,"Acrisols","AC","2"
"117",117,"Korea",520,4277,695.1397674,4277,1,"Acrisols","AC","2"
"118",118,"Korea",160,4277,643.8864672,4277,1,"Acrisols","AC","2"
"119",119,"Korea",1220,4277,730.3523124,4277,1,"Acrisols","AC","2"
"120",120,"Korea",0,4277,713.0550833,4277,1,"Acrisols","AC","2"
"121",121,"Korea",420,4277,640.1145305,4277,1,"Acrisols","AC","2"
"122",122,"China",6075,11598,2655.463399,11598,28,"Solonchaks","SC","3"
"123",123,"China",1925,11486,2519.517422,11486,10,"Fluvisols","FL","3"
"124",124,"China",2750,11486,2509.677577,11486,10,"Fluvisols","FL","3"
"125",125,"China",1925,11486,2467.024613,11486,10,"Fluvisols","FL","3"
"126",126,"China",2400,11486,2695.960154,11486,10,"Fluvisols","FL","3"
"127",127,"China",1200,11842,2296.588112,11842,2,"Alisols","AL","3"
"128",128,"China",1225,11613,2396.647719,11613,5,"Anthrosols","AT","3"
"129",129,"China",925,11858,2653.747639,11858,19,"Luvisols","LV","3"
"130",130,"China",1925,11792,2809.928742,11792,32,"Umbrisols","UM","3"
"131",131,"China",2325,11796,2862.093447,11796,32,"Umbrisols","UM","3"
"132",132,"China",3200,11650,2936.788473,11650,5,"Anthrosols","AT","3"
"133",133,"China",4725,11781,3070.75603,11781,11,"Umbrisols","UM","3"
"134",134,"China",2475,11692,2948.423886,11692,5,"Anthrosols","AT","3"
"135",135,"China",2400,11765,2988.380357,11765,9,"Cryosols","CR","3"
"136",136,"China",3850,11755,2985.949649,11755,18,"Leptosols","LP","3"
"137",137,"China",5575,11702,3027.470212,11702,5,"Anthrosols","AT","3"
"138",138,"China",1725,11656,2604.433246,11656,5,"Anthrosols","AT","3"
"139",139,"China",1850,11656,2604.433246,11656,5,"Anthrosols","AT","3"
"140",140,"China",4200,11598,2215.765059,11598,28,"Solonchaks","SC","3"
"141",141,"China",3275,11486,2102.329361,11486,10,"Fluvisols","FL","3"
"142",142,"China",2100,11486,2094.118822,11486,10,"Fluvisols","FL","3"
"143",143,"China",2075,11486,2058.528444,11486,10,"Fluvisols","FL","3"
"144",144,"China",2375,11486,2249.556259,11486,10,"Fluvisols","FL","3"
"145",145,"China",1525,11842,1916.313249,11842,2,"Alisols","AL","3"
"146",146,"China",1325,11613,1999.804733,11613,5,"Anthrosols","AT","3"
"147",147,"China",1125,11858,2214.333399,11858,19,"Luvisols","LV","3"
"148",148,"China",4050,11792,2344.653641,11792,32,"Umbrisols","UM","3"
"149",149,"China",1425,11796,2388.180782,11796,32,"Umbrisols","UM","3"
"150",150,"China",875,11650,2450.507617,11650,5,"Anthrosols","AT","3"
"151",151,"China",4150,11781,2562.292488,11781,11,"Umbrisols","UM","3"
"152",152,"China",3175,11692,2460.216408,11692,5,"Anthrosols","AT","3"
"153",153,"China",2925,11765,2493.556786,11765,9,"Cryosols","CR","3"
"154",154,"China",1750,11755,2491.528561,11755,18,"Leptosols","LP","3"
"155",155,"China",2650,11702,2526.174045,11702,5,"Anthrosols","AT","3"
"156",156,"China",1525,11656,2173.184608,11656,5,"Anthrosols","AT","3"
"157",157,"China",1800,11656,2173.184608,11656,5,"Anthrosols","AT","3"
"158",158,"China",487.966667,11527,503.1424198,11527,28,"Solonchaks","SC","4"
"159",159,"China",1085,11586,1711.7714,11586,28,"Solonchaks","SC","5"
"160",160,"China",1158,11526,1704.748493,11526,28,"Solonchaks","SC","5"
"161",161,"China",1124,9062,1885.887015,9062,9,"Cryosols","CR","5"
"162",162,"China",967,9049,1611.845671,9049,9,"Cryosols","CR","5"
"163",163,"China",1277,10642,1719.578665,10642,10,"Fluvisols","FL","5"
"164",164,"China",1401,11586,1595.369416,11586,28,"Solonchaks","SC","5"
"165",165,"China",1376,11586,1628.417589,11586,28,"Solonchaks","SC","5"
"166",166,"China",1629,11586,1600.777972,11586,28,"Solonchaks","SC","5"
"167",167,"China",1109,11386,1523.77851,11386,18,"Leptosols","LP","5"
"168",168,"China",1310,11586,1621.411429,11586,28,"Solonchaks","SC","5"
"169",169,"China",1499,10843,1534.906629,10843,13,"Gleysols","GL","5"
"170",170,"China",1639,11515,1568.594179,11515,13,"Gleysols","GL","5"
"171",171,"China",1598,9465,2073.223513,9465,18,"Leptosols","LP","5"
"172",172,"China",1232,9085,1566.956827,9085,9,"Cryosols","CR","5"
"173",173,"China",1770,11661,1476.26237,11661,24,"Plinthosols","PT","5"
"174",174,"China",1970,11437,1481.713155,11437,10,"Fluvisols","FL","5"
"175",175,"China",1784,9718,1437.363206,9718,8,"Cambisols","CM","5"
"176",176,"China",1830,11767,1625.605791,11767,11,"Umbrisols","UM","5"
"177",177,"China",1264,11585,1642.158597,11585,28,"Solonchaks","SC","5"
"178",178,"China",1519,10751,1708.480692,10751,8,"Cambisols","CM","5"
"179",179,"China",1839,11476,1775.946815,11476,10,"Fluvisols","FL","5"
"180",180,"China",1843,11478,1705.113756,11478,10,"Fluvisols","FL","5"
"181",181,"China",1760,11458,1725.931946,11458,28,"Solonchaks","SC","5"
"182",182,"China",1833,11518,1826.476315,11518,28,"Solonchaks","SC","5"
"183",183,"China",1435,10751,1765.702905,10751,8,"Cambisols","CM","5"
"184",184,"China",1431,11523,1728.400122,11523,28,"Solonchaks","SC","5"
"185",185,"China",1834,11586,1608.117399,11586,28,"Solonchaks","SC","5"
"186",186,"China",1548,11329,1702.700065,11329,8,"Cambisols","CM","5"
"187",187,"China",2119,11385,1818.403464,11385,18,"Leptosols","LP","5"
"188",188,"China",1359,11586,1606.284391,11586,28,"Solonchaks","SC","5"
"189",189,"China",978,11569,1727.136775,11569,28,"Solonchaks","SC","5"
"190",190,"China",1116,11586,1669.980145,11586,28,"Solonchaks","SC","5"
"191",191,"China",1210,11586,1652.465005,11586,28,"Solonchaks","SC","5"
"192",192,"China",858,11582,1596.948797,11582,28,"Solonchaks","SC","5"
"193",193,"China",2145,11170,1664.714334,11170,10,"Fluvisols","FL","5"
"194",194,"China",1933,11234,1563.605789,11234,4,"Arenosols","AR","5"
"195",195,"China",1667,11524,1632.013303,11524,28,"Solonchaks","SC","5"
"196",196,"China",814,11385,1818.403464,11385,18,"Leptosols","LP","5"
"197",197,"China",1559,9929,1492.882477,9929,30,"Stagnosols","SN","5"
"198",198,"China",1158,11586,1545.62498,11586,28,"Solonchaks","SC","5"
"199",199,"China",2177,11442,2105.393619,11442,10,"Fluvisols","FL","5"
"200",200,"China",1833,11547,1849.598217,11547,28,"Solonchaks","SC","5"
"201",201,"China",1699,11586,1858.244504,11586,28,"Solonchaks","SC","5"
"202",202,"China",2345,9111,2200.647547,9111,9,"Cryosols","CR","5"
"203",203,"China",2122,11523,1767.218394,11523,28,"Solonchaks","SC","5"
"204",204,"China",2719,11516,1779.316411,11516,13,"Gleysols","GL","5"
"205",205,"China",2778,11488,1752.237057,11488,10,"Fluvisols","FL","5"
"206",206,"China",1832,11029,1733.634562,11029,8,"Cambisols","CM","5"
"207",207,"China",3254,11554,1718.861097,11554,28,"Solonchaks","SC","5"
"208",208,"China",1701,11451,1646.475915,11451,8,"Cambisols","CM","5"
"209",209,"China",2078,9261,3215.896373,9261,18,"Leptosols","LP","5"
"210",210,"China",4867,11152,3151.652716,11152,17,"Kastanozems","KS","5"
"211",211,"China",2087,11076,4206.848191,11076,19,"Luvisols","LV","5"
"212",212,"China",1870,11076,3781.941549,11076,19,"Luvisols","LV","5"
"213",213,"China",1910,11073,2912.450666,11073,19,"Luvisols","LV","5"
"214",214,"China",2130,11490,2984.783062,11490,10,"Fluvisols","FL","5"
"215",215,"China",2037,11049,2707.299399,11049,8,"Cambisols","CM","5"
"216",216,"China",4513,10680,2518.831219,10680,8,"Cambisols","CM","5"
"217",217,"China",1731,11442,2121.5962,11442,10,"Fluvisols","FL","5"
"218",218,"China",1846,11489,1973.453676,11489,10,"Fluvisols","FL","5"
"219",219,"China",1823,11074,3170.370304,11074,19,"Luvisols","LV","5"
"220",220,"China",6152,11079,2926.873539,11079,5,"Anthrosols","AT","5"
"221",221,"China",3639,10763,3678.130546,10763,8,"Cambisols","CM","5"
"222",222,"China",2683,10153,2857.157166,10153,8,"Cambisols","CM","5"
"223",223,"China",2037,11503,2620.699885,11503,8,"Cambisols","CM","5"
"224",224,"China",2257,11081,3013.099876,11081,5,"Anthrosols","AT","5"
"225",225,"China",1603,11093,3125.620833,11093,8,"Cambisols","CM","5"
"226",226,"China",2141,11451,2805.576198,11451,8,"Cambisols","CM","5"
"227",227,"China",1794,11246,2956.897167,11246,5,"Anthrosols","AT","5"
"228",228,"China",5732,11476,1890.474643,11476,10,"Fluvisols","FL","5"
"229",229,"China",832,11586,1027.136792,11586,28,"Solonchaks","SC","5"
"230",230,"China",883,11526,1022.922745,11526,28,"Solonchaks","SC","5"
"231",231,"China",439,9062,1131.613684,9062,9,"Cryosols","CR","5"
"232",232,"China",776,9049,967.1770382,9049,9,"Cryosols","CR","5"
"233",233,"China",791,10642,1031.821489,10642,10,"Fluvisols","FL","5"
"234",234,"China",838,11586,957.2905729,11586,28,"Solonchaks","SC","5"
"235",235,"China",636,11586,977.1209049,11586,28,"Solonchaks","SC","5"
"236",236,"China",395,11586,960.5359401,11586,28,"Solonchaks","SC","5"
"237",237,"China",792,11386,914.3329365,11386,18,"Leptosols","LP","5"
"238",238,"China",494,11586,972.9169058,11586,28,"Solonchaks","SC","5"
"239",239,"China",669,10843,921.0102889,10843,13,"Gleysols","GL","5"
"240",240,"China",425,11515,941.2242742,11515,13,"Gleysols","GL","5"
"241",241,"China",409,9465,1244.023676,9465,18,"Leptosols","LP","5"
"242",242,"China",650,9085,940.2417925,9085,9,"Cryosols","CR","5"
"243",243,"China",600,11661,885.8211996,11661,24,"Plinthosols","PT","5"
"244",244,"China",641,11437,889.0919066,11437,10,"Fluvisols","FL","5"
"245",245,"China",436,9718,862.480021,9718,8,"Cambisols","CM","5"
"246",246,"China",633,11767,975.4337046,11767,11,"Umbrisols","UM","5"
"247",247,"China",862,11585,985.3661031,11585,28,"Solonchaks","SC","5"
"248",248,"China",508,10751,1025.162225,10751,8,"Cambisols","CM","5"
"249",249,"China",1591,11476,1065.644814,11476,10,"Fluvisols","FL","5"
